8080	28275	0
13425	4292	0
3244	10939	0
17565	5470	0
10443	5478	0
26840	17163	0
8494	15823	1
10105	4194	0
2588	23374	0
793	23559	1
23199	491	0
16605	22538	0
14834	8246	0
17839	8697	0
4250	12650	0
3715	7420	0
23210	21233	0
22866	9764	1
4444	13121	1
13790	707	0
3508	5846	1
27754	22446	0
22508	17963	0
10164	21068	1
1993	4148	1
13422	12453	1
18236	551	1
22717	19056	1
6424	18090	0
25415	25890	1
15028	9897	1
14293	4508	1
23862	1453	0
6979	14021	0
18804	10883	0
3229	11	0
23295	5157	1
12399	16059	0
17292	13392	0
10213	24091	0
8114	2953	0
12414	11713	0
2793	16625	1
3717	14938	1
20390	6356	0
11664	5898	1
7261	6491	1
11831	10665	1
27906	24203	1
10277	21405	1
6296	749	1
12038	10918	0
18939	11599	0
4593	4413	1
9653	27758	0
7019	26590	0
19614	17151	0
8739	26849	0
14648	1397	0
15725	22769	1
22256	18425	1
22851	21968	0
9729	7382	1
25677	8813	0
11954	13048	0
21772	7070	0
11576	24645	1
23831	12606	1
6721	24624	0
13246	5968	1
9883	15250	0
27532	10185	0
24262	19728	1
3394	23864	0
11739	10250	0
15484	17382	0
17884	24085	0
3194	24795	0
22969	13200	1
15470	2544	0
8770	10034	0
19634	13954	0
3247	18221	0
7811	22396	1
17438	16347	0
17389	26974	1
6558	23063	1
6467	25291	0
25578	11413	0
11828	12243	1
19706	26931	1
12443	26046	1
477	2848	0
25354	3666	1
27007	25596	1
19600	19057	0
2477	23582	1
6200	19464	1
17176	1782	1
9559	21495	1
25484	13595	1
8152	8298	0
7668	9045	1
17188	17279	1
14729	28286	1
4369	6998	0
1376	4362	0
19157	7541	1
24362	26412	1
3802	23460	1
2660	16233	0
7228	27779	0
17461	13963	0
27774	13324	1
4545	3679	1
8696	9045	1
28146	2486	1
21645	9960	1
17275	19949	1
15096	22249	0
19858	16805	0
24328	22929	0
18649	24909	1
28344	25670	0
4753	25808	0
10799	21437	1
19692	10699	0
23773	1773	0
4299	16112	0
7925	9698	1
10174	17296	1
24094	2141	0
25880	18247	0
25490	123	0
18415	9898	0
4583	21201	1
22766	24915	1
15470	3934	0
21318	15913	0
13581	18480	0
16105	15150	1
15733	26317	1
3392	22275	1
7679	16066	1
1660	4916	1
11611	24707	0
23904	14804	0
20617	24861	0
8649	21283	0
8998	15173	1
24371	26372	1
109	6103	1
13839	23753	1
15246	25744	1
24138	14317	0
16465	11802	1
26465	6947	0
904	2602	1
15987	18918	1
21680	18423	0
26051	24405	0
25286	13763	0
5741	18151	1
12128	26650	0
22087	7482	0
14249	7997	1
11514	1225	0
18982	21195	1
26530	19259	0
9408	20706	1
4789	14770	0
19982	7920	1
13839	6112	1
17606	2875	1
26192	25344	0
22936	27258	1
6792	23017	1
27164	19950	0
10058	8124	1
2980	14309	1
21039	27134	1
23813	18201	1
25173	13255	0
17231	23078	1
17623	26509	0
19599	2559	0
8940	13874	1
16518	6314	0
15747	14369	0
25848	3366	0
814	5457	0
6305	1676	1
18602	25666	1
14272	14970	1
4486	1778	0
25461	19262	1
23483	24238	1
1101	5010	1
23448	434	1
7145	17870	0
2777	19870	0
5585	5259	0
26973	12954	0
5184	14031	0
14678	7853	1
15132	19264	1
202	11207	1
27642	856	0
14690	12272	0
5357	24920	1
9256	19978	1
23718	14762	0
14150	435	0
15389	14077	1
20957	11940	0
1260	26351	0
26866	13977	0
23861	24633	0
9915	20695	1
3873	14951	0
2412	1358	0
6091	25642	0
23586	19311	0
20843	14520	1
5195	799	0
705	10770	0
15941	8364	0
2472	8167	0
25135	21615	1
6579	25780	1
17820	23063	1
11596	27253	1
26964	7509	1
23872	5604	1
16903	12064	0
24125	8909	1
13902	19573	1
14630	16525	1
20479	12386	0
24484	6386	0
18262	6371	0
348	10311	1
13272	16157	1
23655	22991	0
8287	9621	1
2667	9982	1
267	19042	0
20882	28001	1
16410	5490	0
302	3777	1
14546	2585	1
4624	17691	1
12783	464	1
19627	8149	0
8138	7803	0
5018	20388	0
14929	16520	0
27235	4995	0
2306	11039	1
10272	15238	1
560	3959	1
20423	561	0
6155	2842	1
813	14059	1
27596	16264	0
16206	11118	1
26006	19052	0
13408	27253	1
18748	5881	0
1963	16839	0
24776	16525	1
24143	27056	0
6216	12004	1
4158	12980	1
24021	18304	1
13679	19452	1
5365	23327	0
1720	21506	0
5862	2511	0
14034	22782	0
5140	19402	1
27136	6077	1
3936	954	1
7915	18718	0
5018	455	1
23223	13991	1
15864	619	0
12237	3946	1
28281	11413	1
14749	27695	1
11836	21832	1
12870	6549	0
22577	2169	1
18822	20960	0
20187	8092	1
7494	24232	0
17251	15198	1
23215	13282	0
17606	4327	0
117	9095	1
20373	11068	1
210	12987	1
2487	4650	0
835	23707	1
23966	27700	1
4696	26651	1
2899	17382	0
16416	24472	1
23636	20931	1
3472	10077	1
3215	16370	0
1562	5608	1
12977	7020	1
2284	4945	0
26475	2301	0
6028	7894	1
10505	23062	0
5335	13719	1
17553	1864	0
23599	10603	0
27845	19662	1
15491	20683	1
3403	18782	1
5953	16260	0
1527	26033	0
4993	17263	1
21315	19703	0
10594	19211	1
27578	22174	1
13076	13098	1
5587	5294	1
4484	4889	1
9860	2756	1
18198	6184	0
18819	6818	0
8702	6134	0
17275	25526	1
6958	4139	0
3653	11593	0
14293	5803	0
19459	19926	1
16856	28136	1
14262	25989	0
23477	17390	1
19237	272	0
23599	6536	1
19429	23180	0
17479	3980	1
12861	7153	0
3629	4982	1
14102	28040	0
24952	7955	0
21990	23063	1
25848	10375	0
17631	20646	0
14660	9988	1
108	1793	0
22911	134	1
24582	17164	1
3878	24031	0
28048	21480	1
7078	26993	0
24224	26943	1
6817	17691	0
918	1799	1
22744	27043	0
10247	4765	1
20452	11737	1
27596	2804	0
24708	17760	0
1155	15996	1
3293	3951	0
19982	20485	1
14635	2350	1
7668	5896	1
10247	5270	1
27324	8683	0
12695	26354	1
2631	28320	1
11664	25558	1
16901	17914	0
27145	3270	0
6168	23938	0
2570	6983	0
2785	5416	1
11523	11197	0
5814	14882	1
12623	17133	1
4784	15820	1
9693	5528	1
3046	2457	1
25323	21739	1
22377	10833	1
16284	22516	1
18448	7100	0
11752	14379	1
22866	17233	0
24935	5213	0
5660	11060	1
4331	12160	0
12344	11814	0
26116	12784	1
19539	13719	1
13214	10033	1
2822	22564	1
16439	23098	1
26805	11389	0
17431	5194	0
15246	1760	1
1554	18677	0
18395	2042	0
7788	14913	1
3157	24090	0
11458	4651	0
7600	25905	1
10132	11395	1
3738	13256	0
24096	16474	0
26305	8815	1
26697	12745	1
8917	21057	1
9326	11087	0
18627	22529	1
23164	19150	0
21251	20415	1
22136	27700	1
22377	6771	0
19507	19522	1
12269	20840	0
11954	5745	0
4120	9876	0
6277	12327	0
24060	11233	0
204	23582	1
4896	3864	1
18288	15081	1
9359	15076	0
20043	13827	1
7668	18972	0
18295	4801	1
11701	8523	0
25409	5051	1
25966	13820	1
25162	24854	0
20183	23051	1
8144	24088	1
2530	7721	0
25918	3391	0
24557	20993	0
2850	22765	0
13882	2111	0
17492	17516	1
22425	11982	1
17054	2137	0
14916	7257	1
6501	22399	0
18633	13524	1
4993	9066	1
25185	7829	1
11291	8620	1
17717	27697	1
3738	733	1
25428	765	1
10970	4792	1
14102	15344	0
17356	9430	0
22839	18911	0
16021	15939	0
17066	20372	0
20558	24889	1
20352	25559	1
14442	21842	1
18739	3393	0
26126	3202	0
10104	9826	1
3994	25751	0
16510	20769	1
17275	5324	0
12291	7369	1
28338	3334	0
12138	24855	0
28180	3453	0
7609	9159	0
4414	1426	0
20204	2545	0
11664	11956	0
12050	27262	1
1720	20773	0
17315	2838	1
27881	24467	1
9181	22205	1
18219	27748	1
9642	6414	0
4780	23155	0
26787	27230	0
1611	15133	0
12792	11489	1
23079	13531	0
20250	10600	0
11404	8175	1
1619	16683	0
3842	27537	0
1407	2996	0
13214	17162	0
12269	11389	1
2577	7011	0
27898	6148	1
16172	21917	0
4369	26687	0
18096	6876	0
3891	4497	0
20164	8411	1
24125	21220	1
22660	10422	0
16021	20840	0
20702	1233	1
2006	12617	1
4183	17703	0
27210	17798	1
22050	19591	0
26579	19246	0
9191	10406	0
24481	6250	0
6724	11631	1
17135	146	1
835	10967	0
15948	15998	0
23898	20482	0
19481	15302	0
11753	20515	0
5344	21393	1
11030	6366	1
24416	2857	1
187	24514	0
18737	12276	1
4704	7485	0
15091	11687	1
1119	22870	1
6441	4000	0
14635	4563	1
27847	19211	1
12518	24502	1
3017	5188	0
13423	9353	0
6911	16935	0
22744	8366	0
5243	27639	1
25212	26011	1
11894	8613	1
27215	5663	0
18828	15330	1
13039	27833	1
27256	26473	0
17281	14256	1
864	15435	0
5054	9670	0
7435	16001	0
20746	24778	0
10171	14082	1
7350	14478	1
16021	13	0
1527	20079	1
8276	2210	0
19670	18610	0
22315	3545	1
18729	21846	1
5403	14753	0
6401	14659	0
16291	19522	1
7805	16295	1
2005	10848	0
19580	8024	0
13214	27444	1
440	16893	1
12192	10322	0
5240	7938	0
20332	8124	1
26088	12405	0
17705	18248	0
27906	9780	1
15874	24574	1
9909	19227	1
1744	1144	1
11018	537	0
10277	11474	0
24416	20192	0
8902	12028	0
5601	6981	1
26356	14581	1
18617	27760	0
1377	5629	0
24658	22495	0
2677	27792	1
25749	15374	1
26527	16760	0
3878	11949	1
14643	15081	1
19178	14787	1
25053	23078	1
10955	17489	0
1060	24599	1
24832	1760	0
1702	28095	1
25966	4078	0
5486	11725	1
23209	26920	0
18602	4525	1
27235	25383	0
12237	11893	0
24386	15735	0
7472	6915	1
2188	11737	1
14296	17225	1
477	13114	0
5054	11	1
22523	10943	0
4369	15568	0
351	23801	0
23331	5425	1
10049	9614	1
24262	16257	1
3931	23429	0
12491	19105	0
1562	26616	0
18295	10109	0
23085	3222	1
21855	9447	0
24167	8939	1
1850	8827	0
5055	16867	0
26872	5284	0
7668	26718	1
26035	5874	0
26787	4725	0
14957	11737	1
22741	3608	0
17472	1143	1
19076	5498	0
17653	16073	0
13720	10365	0
16021	22134	0
827	11462	0
11831	14976	1
10767	18693	1
14135	2373	0
22287	26762	1
9216	13719	1
21177	21082	0
15065	27977	1
13777	12074	0
5358	23805	0
17844	14502	0
2977	7698	0
13775	5380	1
12413	9368	1
11611	10770	0
22431	20960	0
26356	16703	1
23261	20443	1
17212	6810	1
8547	27309	0
21365	5121	0
13884	21460	0
24768	3998	1
14726	28045	0
8739	1233	1
7968	7513	1
25290	15763	0
13047	658	1
628	23091	0
10884	8861	1
17404	13307	0
19599	28135	1
24292	14446	1
1975	10077	1
15730	12227	0
12451	20065	1
14288	5299	0
340	4212	1
14666	26137	1
24315	16525	1
20171	6741	0
7343	9009	0
15490	20404	0
16021	9264	1
128	15067	0
9975	3901	0
5263	2357	1
4120	18526	0
5098	17308	0
10215	20650	0
6383	25019	1
262	13991	1
2464	20786	0
204	3481	0
7941	27477	1
27980	23154	1
25076	1946	1
2563	9244	1
12844	10192	1
13057	10517	0
15987	27806	1
4835	16121	1
21750	21314	1
8079	7632	1
485	22004	0
12850	10420	0
5080	10107	0
8739	25575	1
27112	12828	1
27041	22889	0
25966	5540	0
813	13027	1
15009	16061	0
24114	23583	1
11311	25526	0
23662	26111	1
304	22079	1
22421	25854	0
8437	25716	1
3852	3918	0
10576	14836	0
7685	16252	0
14350	4927	1
20880	8194	1
19167	27520	1
15507	23876	0
17431	15341	0
6749	26079	1
18387	9037	0
7907	3239	1
977	11348	1
13567	13667	1
6057	23603	0
12491	10947	0
23400	4317	0
28240	6070	1
28061	8303	1
444	10699	0
7227	4837	1
5236	7926	0
17431	13821	0
11115	12268	0
22851	15983	0
17657	23344	1
24557	4775	0
8776	21371	0
9795	11395	1
26798	13027	1
4829	7252	1
1369	22607	1
25212	3449	1
12537	21309	0
2896	3099	1
22633	3349	0
8057	15272	0
10596	20439	1
17059	7278	1
7433	12352	0
11664	24085	1
15393	6252	0
8331	20276	0
26911	20807	1
10170	2651	1
2412	15872	1
12623	5969	1
16750	8257	0
20985	5007	1
23383	3656	0
28174	5966	1
23164	11536	1
23981	15603	0
23106	8670	1
3229	6425	0
10278	12177	1
21452	6211	1
22076	5256	1
27174	16870	1
8053	4067	0
11848	14590	1
10293	24756	1
17676	11479	0
25197	15900	0
3472	24586	0
20674	18046	0
23071	1944	0
22561	4787	0
8770	7744	1
12882	27982	0
13195	6620	0
19490	12001	0
15748	9368	1
1289	24117	0
20674	14362	1
25568	12745	1
16456	24300	0
25554	4725	0
18506	6076	1
13516	12987	1
27812	22691	0
24931	13158	0
1683	7288	1
6967	24490	0
532	3399	1
11295	21811	1
23525	14219	0
16428	27428	0
23409	21991	0
17608	2255	1
26296	12299	1
19297	12278	1
9359	20577	0
24172	25711	1
10889	14846	1
25911	18480	0
4083	23853	0
27972	28072	1
8262	22991	1
9632	24598	1
660	21576	0
12138	28252	1
24262	23201	1
19823	2358	0
26196	12734	1
8331	23816	0
19290	8727	0
17692	4301	1
16405	16972	0
19698	15232	1
24734	1192	0
2988	14530	0
12238	4495	0
4490	6885	1
26026	17255	0
23153	14857	1
13502	13	0
10999	18197	1
19626	10753	0
22304	1824	0
9512	27681	0
27854	15123	1
10104	203	1
25072	27419	0
3417	11473	0
3432	15338	1
2522	8949	1
26530	15144	1
15783	946	0
28180	1337	0
9014	27504	0
16371	24705	0
11960	23626	1
11695	751	0
25127	1001	0
16249	18478	0
26713	27184	0
23751	16484	0
15627	27394	1
28254	25241	1
17543	17150	1
1524	22798	0
12126	21377	1
23071	24207	0
6781	24050	1
8420	26438	0
28273	6309	0
3931	6281	0
15432	23344	1
9546	20765	1
27442	25019	0
16881	10178	1
16937	7832	0
19698	21706	0
7876	26762	1
21039	6820	0
1608	9834	1
26787	7288	1
4068	2299	0
27235	8888	0
11089	2244	1
25931	8507	1
27414	13231	0
12129	1001	1
580	7551	0
900	25718	0
27042	16920	1
25317	17007	0
2743	8298	1
4488	3239	0
8590	20552	0
9664	3256	0
11762	6633	0
8840	25259	1
21500	7428	1
24060	3953	0
20698	976	1
12258	4750	0
25415	1402	0
21858	16963	1
4553	21068	1
11608	21846	0
13460	5413	1
13845	2789	0
23671	10637	0
4924	24112	0
27609	1969	1
26035	18565	1
16750	25745	0
9080	23288	0
1357	10746	0
3299	1646	1
14827	2138	1
11834	6444	0
22128	3803	0
24387	22857	1
22822	24771	0
24534	13289	0
12037	1599	0
8647	18326	0
15652	3155	1
23043	25596	1
2331	21751	0
14541	10524	0
348	27131	0
26244	27029	0
14632	1386	0
12698	12954	0
10306	27913	0
20350	20246	1
16021	23496	1
23803	18647	1
12752	13332	0
26463	5773	1
14293	5131	1
1955	21348	0
22630	25728	0
5439	20526	1
11005	22066	0
4208	17271	1
21897	6267	0
9232	26577	0
15055	27627	0
20132	5007	1
16415	17052	0
7026	14377	0
22633	12226	1
6036	25330	0
19717	13978	1
10925	15123	1
3407	6517	1
15011	715	0
18080	15192	1
24165	12326	1
19982	9974	1
8659	13256	1
19431	22084	1
9288	16560	0
8101	12638	1
15852	5573	0
12950	12299	1
14701	14645	0
24515	14572	0
25759	148	1
638	18076	0
22633	6706	0
7872	1766	0
5067	15959	0
25848	1165	0
3773	12729	1
21897	20227	1
6903	16282	0
10146	18388	1
16663	26432	1
11002	1208	0
4829	7681	0
4731	10820	1
14607	6329	1
842	14209	1
22457	22189	0
6155	3290	0
1660	14002	0
18389	23154	1
26666	14984	1
4488	20598	1
16441	21929	1
12330	8794	1
889	28182	1
15134	25727	0
6501	6885	0
4444	10509	0
4307	21769	0
18331	514	1
23464	27740	1
12788	27122	0
18079	13024	0
27007	19310	1
18339	8537	1
1827	17409	0
24057	7300	1
9586	6699	0
4790	2280	0
24522	24279	1
7173	15103	0
18759	15799	0
20518	28306	1
16040	26917	0
1333	23051	1
11390	13110	0
5667	5926	0
22421	4889	1
18697	17482	0
20655	13479	0
10925	20147	1
10664	12026	1
15862	8963	1
28069	28220	1
15454	26613	1
15156	7393	1
18362	7926	1
14812	20341	1
726	23112	0
20183	25711	0
13214	28266	0
12900	5451	0
7913	5378	0
8895	18291	1
16373	12856	1
482	23956	0
24557	24861	0
24487	10862	1
24445	21727	1
27569	13991	0
16099	24979	1
18444	18599	1
7467	22358	1
11813	1803	1
3789	16349	0
12491	15717	1
25911	28095	1
21586	21835	0
21023	16123	1
25972	19701	0
15447	13310	1
1527	21090	1
9642	19422	0
7269	4667	0
17816	17417	1
19421	3698	1
17884	4623	1
5995	27992	1
6441	11508	0
483	2235	0
8328	11463	0
24432	11223	1
12588	14874	0
5221	22453	1
1062	15823	1
17565	26034	1
8756	5448	0
24201	9572	0
27235	14674	1
6562	23509	1
1554	5144	1
17491	1286	1
11836	21779	0
21885	8051	0
8475	5040	1
16110	9721	0
18765	11609	0
5280	3494	0
21084	9378	1
9559	28068	0
27961	11348	1
22323	13874	1
24500	6270	0
302	17997	1
26787	25395	0
20682	15119	1
22839	13406	0
15180	20342	0
7150	24506	0
27443	10616	1
27769	7691	0
11396	5120	0
20204	10517	0
18145	3677	1
1474	12978	1
1154	15040	1
11440	27493	0
24138	9614	1
368	20554	0
21855	14279	0
23016	16770	1
12437	13757	0
2742	9848	1
11190	22574	0
2610	6188	0
10425	23429	0
1564	7020	1
8101	17798	1
15146	25808	0
23277	9820	0
20085	14265	0
628	26457	1
13960	20489	0
10042	26432	1
16471	21025	0
24812	21737	1
520	9969	0
23210	16783	0
25966	53	1
3072	17257	1
1694	14659	0
16708	8918	1
6541	13510	0
8878	7708	1
18415	18030	1
12588	1418	0
14293	849	0
14632	15338	1
18582	12299	1
16510	17004	1
20606	24336	0
15191	9494	1
10797	6890	1
6002	28106	0
20977	18990	1
21504	1296	0
25749	25612	0
20452	15611	0
24201	17155	0
27151	26744	0
10433	10947	1
19672	449	1
23004	1044	0
16414	7621	1
14998	19985	0
14159	4523	0
8361	10018	0
10101	21868	1
19668	808	0
2588	18507	0
5198	23876	1
8659	19713	0
20204	27853	0
24532	12104	0
2284	7252	1
22377	14285	0
7937	21032	0
6337	15754	0
25042	24849	0
22181	25279	1
12126	15670	0
25079	17107	1
3025	26843	1
23943	24571	0
7337	17587	1
2774	13719	1
15377	20141	0
10793	21980	0
25173	3997	0
873	8628	1
23464	18977	1
3417	4014	0
5439	25151	0
27716	5006	1
22866	9144	0
14666	3939	0
2464	18425	0
22080	17558	1
22315	1036	0
7811	26005	1
21223	19975	1
5244	21944	0
6558	8953	1
14239	5733	1
26420	20220	1
15183	22447	0
16421	549	1
6129	18967	1
12686	21988	1
4677	2655	1
13439	9864	1
18773	28380	1
3441	26393	0
4946	7066	0
26861	2141	0
14135	6320	1
26840	19691	1
2594	21057	1
28273	14039	0
6526	11147	0
24019	5609	1
3994	3607	0
26938	713	0
3931	449	0
3259	18472	0
924	621	0
75	9984	0
9978	7125	0
775	22178	0
10194	533	1
2706	10622	0
14635	459	1
24418	5951	1
14041	1646	1
28094	25985	0
6231	6633	0
6558	6737	0
11831	610	0
18220	20399	0
19982	27715	1
5189	23753	1
27642	28336	1
2412	12734	1
26955	25291	0
5356	19211	1
23966	14496	1
6015	15237	1
18079	14794	1
24702	22118	0
15282	28313	0
11720	19799	1
11664	18231	0
9642	25985	0
19269	8909	1
1694	8146	0
26848	11783	0
1790	27115	1
6632	14497	0
16462	4526	1
25976	5745	1
15652	27955	1
23032	2940	0
2439	23753	1
4845	19715	1
4631	27253	1
10978	3700	0
3578	23282	0
28310	14153	0
12959	8534	1
5796	6818	1
27922	1015	0
26303	7761	0
4993	6735	0
8946	7246	0
848	11399	0
14817	23063	1
11453	20264	0
12510	10143	1
17118	17120	0
10710	3310	1
4192	15430	1
4933	23587	0
15852	14086	1
23935	26054	0
16860	856	0
13451	11983	0
23974	4654	0
1371	19211	1
25863	14309	0
19858	24639	1
6254	3181	1
11089	13663	0
26938	16007	0
8331	22269	1
3172	26849	0
4126	15442	1
11936	13895	0
23705	25325	0
1005	16068	1
26285	14359	1
2430	17108	0
16808	13861	0
27250	2174	0
415	2788	1
8169	1026	1
21792	23373	0
22256	3213	1
22256	1	1
4847	23706	0
340	26163	0
19635	13244	0
714	26434	0
6773	28145	0
13143	15123	1
14620	13131	1
7562	22312	0
10999	5174	0
4356	7366	0
7995	16774	0
8971	7008	0
9559	27035	0
15885	3792	1
3726	24861	0
23822	23154	1
15419	24741	0
5128	3914	1
8916	28068	1
8627	17279	1
1502	2457	1
27418	6531	1
11663	9356	1
25470	504	0
4794	19715	1
20553	3187	1
19297	4640	0
26593	6881	0
5953	15717	1
7143	15013	0
11924	606	0
11052	7996	0
27451	17446	0
7408	21868	1
24060	19340	0
26435	17696	0
23117	18325	0
10978	3107	1
23404	6677	1
18608	22145	1
6079	23963	0
14078	2453	1
4993	22593	0
20362	985	1
10146	21548	0
5153	19956	1
12491	14848	1
23172	5383	1
1513	14879	0
9086	22832	0
10828	11584	1
281	8303	1
6069	24630	0
13686	264	1
8139	23054	1
21401	10144	0
18575	22138	0
23943	16431	0
7423	8802	0
26766	27378	1
14108	22393	1
12543	24353	0
7972	83	1
874	15823	1
23541	25041	0
9805	12354	1
25511	11011	1
3756	24031	0
17318	6326	0
1623	9331	1
7143	17516	0
13192	19017	0
25456	9400	1
25732	23201	0
8029	20867	0
5812	4408	1
6088	26888	0
18951	22210	1
13246	25458	0
25842	20053	1
19599	18802	0
21243	1861	1
20155	13409	0
4427	23154	1
19245	18108	0
2253	20744	1
15224	533	1
17893	23739	1
2246	5598	0
3750	26005	1
26247	434	1
23887	4235	0
18405	4347	0
25828	4563	0
12080	11795	0
21541	974	0
23164	7043	1
8770	13279	0
10771	22160	1
4068	12508	1
28344	7626	1
26006	2000	0
11311	15646	1
10146	3481	0
4993	6500	1
18080	12320	0
27881	9531	0
27143	25689	0
18059	27576	0
23922	9621	1
2771	2080	1
8416	18722	1
25896	18611	0
1422	14496	1
18073	15017	1
6288	4618	1
11936	23444	0
23507	1871	1
18080	23946	1
24491	11881	0
6925	27837	0
23541	20897	1
9545	147	1
8101	13456	1
25238	7020	1
23541	12299	1
25027	2958	1
25932	23220	0
4971	4523	1
23575	19211	1
14159	19010	1
18152	3201	1
2594	2857	0
19110	2772	0
9034	22325	0
13398	18912	0
16878	11893	1
13246	5131	1
23705	10027	1
16878	27977	0
27949	389	1
15181	26149	1
11936	8642	1
24332	9657	0
11204	28169	1
2412	10402	0
27868	6392	0
1713	15006	1
15454	19264	1
15652	10368	1
3235	1032	0
10837	13556	0
11612	8953	1
15783	4517	0
12537	20246	0
27339	9842	0
28048	26965	1
16021	7836	1
20991	9815	1
23862	15849	1
22933	7810	1
18286	4415	0
25863	10180	1
22507	23460	1
20533	8809	0
5087	6070	1
26759	24496	0
18964	1472	0
7693	21707	0
13840	21811	1
5689	4398	0
13659	20546	1
16021	3421	0
18898	10197	1
19833	8107	1
15270	4894	1
8456	23034	0
18996	1304	1
668	22109	0
5698	19542	1
1362	16703	1
12080	22185	0
4304	2357	1
22623	5467	1
18079	23509	1
10738	16387	0
12289	16074	0
23359	22019	1
11834	22814	1
23202	20275	0
13569	25113	1
3405	4830	1
11752	24203	1
18063	5604	1
23575	1494	1
6467	9108	0
25848	14413	1
910	2568	1
27591	2002	1
7315	18565	1
24773	3548	0
17455	25129	0
16727	27782	0
1720	5252	0
15343	7020	1
21255	9578	0
3025	6960	0
10115	4495	0
15570	28350	0
24264	19291	1
8746	337	0
